,ID,OwnerID,Date,Text
39,104515,-58804998,1568026808,"Расскажите про Байдина, пожалуйста, как принимает лабы по физике и т п 🙏🏾\nанон"
40,104509,-58804998,1568023901,"Магистры с управления качества отзовитесь, старосты там или кто-нибудь))"
41,104500,-58804998,1568019612,Какая справка нужна для физры? Поясните подробнее. Предыдущий пост не понял
42,104499,-58804998,1568016009,Есть желающие за вкусняшку\/пивко забрать последнюю банку помидорок?
43,104496,-58804998,1568014902,"анон\nхочется узнать больше о спорте. Как понимаю, бассейна, тренажерного зала в институте нет? Может бокс, легкая атлетика.. Или есть такая возможность посещать это в другом вузе Москвы?"
44,104474,-58804998,1567886403,Анон.\nКак ведётся система посещения?\nЕсть ли какие-то лайфхаки.
45,104472,-58804998,1567882804,Анонимно. Когда Шарц в университете?
46,104468,-58804998,1567879263,"Ребят, 8 общага, у кого есть дырокол? Очень надо"
47,104460,-58804998,1567873802,Для кафедры физ-ры для спец. мед. группы справка обязательно должны быть выдана в Москве?
48,104456,-58804998,1567872007,"На физре требуют справку 086у, а я её ещё на сборах сдал. Мне дадут в деканате копию сделать или сразу новую оформлять?"
49,104451,-58804998,1567868461,"Нашёл пропуск. владелец, отзовись"
50,104428,-58804998,1567855237,"Пост невиданной щедрости\n8 общага - есть куча банок с соленьями, соками и чем-то еще. Я все это добро не ем и скопилось его слишком много. Залетайте, поделюсь. Если еще и подарите шоколадку или пивас, чмокну в щечку."
51,104427,-58804998,1567855225,А в субботу можно где-нибудь в Станке поесть?
52,104417,-58804998,1567842794,
53,104406,-58804998,1567807200,"Моя личная просьба, если вы видите, что в мусорку ваша бутылочка колы, шкурка от банана или что бы то ни было другое не помещается, просто заберите мусор с собой, донесите до следующей пустой мусорки и выбросьте по-человечески 🥰🥰🥰"
54,104401,-58804998,1567803602,"Расскажите пожалуйста о Интернетушке (8 общага),\nНорм ли тариф - предлагает 30Мб за 500руб. Грузит нормально?"
55,104392,-58804998,1567796404,Привет. Есть у кого-нибудь информация по поводу осенней практики на фрезере? Когда она начинается?\n\nАнон
56,104387,-58804998,1567791001,Всем привет) Ребята из списка могут забрать свои медицинские страховки в ЦМС!
57,104384,-58804998,1567789208,Как сдавать курсовую Непринцевой? Сложно или не очень? Как с ней вести себя?\nАнон
58,104375,-58804998,1567782901,"Галина Николаевна Папулова не слышит ил притворяется? На всю аудиторию орем чтобы диктовала помедленнее, а реакции 0. И да, имя и отчество узнали из сайта станка. Анон"
59,104371,-58804998,1567782009,"Киньте расписание для проектирование технологических машин и комплексов, пожалуйста"
60,104364,-58804998,1567776602,Сыграет ли судьбу на зачёте посещение лекций у Меликовой О.Н\nАнон
61,104362,-58804998,1567774812,"Старосты 1-ого курса ИВТ отпишитесь, пожалуйста, в комменты или в личку"
62,104346,-58804998,1567771213,Набираю команду CS GO для отборочных в Студенческую команду вуза. \nЖелающие пишите в ЛС: https:\/\/vk.com\/id139122657
63,104337,-58804998,1567769560,"Привет. Уверен, что многих заинтересует такая кибердисциплина как Hearthstone. В этом году по ней планируется различное множество турниров. Поэтому рекомендую подписаться на группу https:\/\/vk.com\/hearthstonestankin чтобы не пропустить анонсы игр"
64,104333,-58804998,1567769056,Для первокурсников инфа.\nТеперь заявление на социальную карту можно подать онлайн. Не нужно ездить в центры госуслуг.
65,104332,-58804998,1567769017,Есть какое нибудь пособие для чайников по инженерной графике?
66,104331,-58804998,1567766827,"Найдено в 0411, забирайте на охране в новом корпусе"
67,104330,-58804998,1567766816,"Анонимно. Где можно найти расписание кафедры физики?  Вся кафедра вверх дном, 303 аудитория закрыта."
68,104299,-58804998,1567720114,"Анонимно.\nХочется предупредить молодых киберспортсменов от ошибок.\nНедавно были объявлены наборы в секцию СТАНКИНа по киберспорту, представляющие собой отборочные турниры, по результатам которых и будут выбраны люди, участвующие в межвузовых соревнованиях. Много людей понеслись впопыхах образовывать команды и набирать людей в стаки, при этом порой практически не заботясь о том, кто будет в их командах играть.\nОсновная мысль, вроде бы очевидная многим, но настолько забиваемая: для победы в чём-то ваша команда должна быть лучшей! Да, можно набрать стак средненьких игроков и пробовать сыграться и развиться, чтобы потом удивить всех своей слаженной игрой и хорошим исполнением, но... Обычно так не выходит. В играх вроде доты, контр-страйка и ряде других дисциплин (представленных кстати вот тут - https:\/\/vk.com\/stankinplay?w=wall-81187332_1706), огромное значение имеет личное исполнение, личный скилл, который имеет каждый игрок команды. Если приводить примеры из игр, например, из доты, то давно играющий вместе стак ребят с рейтингом 3000 в 9 из 10 игр не сможет победить стак игроков с рейтингом 5500, сыгравших друг с другом всего игр 5-10. Просто потому что они хуже. Так бывает.\nПоэтому призываю вас не упираться лбом и не гнуть свою линию, игнорируя любые проблемы в новоприобретённой команде, считая, что всё дело в том, что вы лишь недавно собрались и вам просто нужно сыграться. Если вам не нравится исполнение каких-либо игроков в вашей команде - замените их. Может не сразу, можете сначала потестить какого-то другого игрока, а потом, если он нравится, заменить текущего на него. Это нормально, в этом нет никаких \""предательств\"" и обид от кикнутых тоже быть не должно. \nВо взрослом мире люди хотят добиться успеха, и если видят проблему - её решают - либо разговорами с человеком, либо его обучением, либо, если это не помогло или совсем нет желания этим заниматься, киком. Это спорт, хоть и компьютерный, тут люди тоже хотят побеждать. Если вас кикнули - это не знак того, что ваши ныне бывшие тиммейты плохие и кикнули вас незаслуженно (хотя и такое бывает), а, скорее всего, знак того, что вы просто недостаточно хороши и есть кто-то, кто лучше вас. Да, это обидно, но даёт мотивацию развиваться и утереть нос тем, кто вас кикнул. А если не выйдет - ну, значит кикнули не зря :)\nИ кстати, старшекурсники, которые давно \""владеют\"" командой, тоже не забывайте обо всём вышесказанном. Бывает, среди первокурсников попадаются такие задры, что прям ойойой! Не думайте о них слишком высокомерно, Suma1l победил на Инте уже в 16.\nТак что дерзайте, решайте проблемы вашей команды и пробивайтесь в топ вуза! Ну а мы все побудем на самых важных матчах ваших будущих межвузовских турниров и поболеем за вас, а может и составим вам борьбу за выход на них в следующем (или даже этом) году!"
69,104292,-58804998,1567715068,"Всем привет\nХотелось бы найти сопутницу (сопутника) для поездок на фрезер, так как большая часть пар проводится именно там, я из 3 общежития, просто отпишите в комменты\n Анонимно :)"
70,104291,-58804998,1567715050,Ребят из 2 общаги.\nУ кого есть пила ? (Отпилить ножки у полки) \nНе анонимно.
71,104283,-58804998,1567712627,"Что с сайтом кафедры физики, кто-нибудь знает? Точнее меня больше интересует, когда он заработает\nВесь день нельзя зайти, и это не у меня одной\nАнон"
72,104267,-58804998,1567702809,"Привет, станок."
73,104262,-58804998,1567699210,"Анон\nВсем привет. У нас (2 курс) в субботу стоят 2 лекции по физкультуре. Вопрос: реальные занятия будут, или только что-то скажут и отпустят?"
74,104260,-58804998,1567696200,Можно ли сдать другому преподавателю курсовую работу? И какой порядок действий? \nАнонимно
75,104254,-58804998,1567694397,"Кто дофига программист и поможет мне найти сетевую карту, типо она просто пропала в один момент, не анон, буду дико рад помощи. Сразу говорю там вообще не так просто как вы думаете."
76,104253,-58804998,1567694390,"Если кто-то нашёл чёрный пакет в тёмно-коричневую полоску с листами для черчения и канцелярией, верните за вознаграждение, пожалуйста)"
77,104244,-58804998,1567687848,Как дела с танцами в Станкине? Насколько профессионально преподают? Преподают ли вообще?
78,104243,-58804998,1567687832,Лежит на посту охраны в новом корпусе
79,104234,-58804998,1567683496,"Есть ли какие-нибудь кружки, связанные с игрой на гитаре ( любой ). Хотелось бы научиться на высоком уровне играть у знающих людей.\n\nАнонимно."
80,104233,-58804998,1567683491,"Сап, есть-ли у станкина автошкола или автошкола, где делают скидки станкиновцам?\nАнон."
81,104223,-58804998,1567680595,На охране в новом корпусе
82,104218,-58804998,1567677249,Анон \nЕсть ли тут профорги перваков? У меня вопрос по заполнению бумаг)
83,104206,-58804998,1567671301,"Возможно ли, как-то самому сделать справку об обучении, кроме как писать заявление на 6 этаже? Или бред?"
84,104204,-58804998,1567670264,"подскажите,есть ли такая книжка в электронном виде?Спасибо за внимание,анон"
85,104193,-58804998,1567656967,"А подскажите, к какой нормальной больничке из 3 общаги лучше прикрепиться?\nАнончик"
86,104190,-58804998,1567643400,"Всем привет) расскажите пожалуйста про академию Cisco в станкин, очень интересно, это только для студентов или за платно тоже возможно пройти подготовительные курсы? И какой там формат подготовки\/обучения, на каких условиях предоставляют оборудование, сколько стоит и т.д. Интересует любая информация. Буду премного бдагодарен.\nИ еще есть ли в вузе какие либо курсы профессиональной переподготовки или что то в этом роде?"
87,104187,-58804998,1567638001,Как подключить вас фай в комнате?\nАнонимно
88,104183,-58804998,1567631007,В общаге №8\nАнон
89,104168,-58804998,1567615242,"Подскажите пожалуйста, может кто сталкивался с таким, если я переведусь с бакалавра на специалитет, не меняя институт и без отчисления, моя отсрочка спадёт ?"
90,104165,-58804998,1567609052,"1 курс, кто забыл тетрадь в библиотеке 3 сентября? Она ждёт своего хозяина, возвращайтесь."
91,104164,-58804998,1567608214,"Годы идут, ничего не меняется\nАнон"
92,104148,-58804998,1567597244,Анонимно.кто работал на станкин во время академа-это оплачивается или добровольно -принудительно? Какие варианты отработок есть?
93,104147,-58804998,1567597235,Есть ли в станке секция по теннису? И можно ли на нее ходить вместо физры?
94,104141,-58804998,1567589364,"Всем привет! \nИщу молодого человека, который умеет играть в настольный теннис, для участия в дружеским состязании 20 сентября в МССИ. Писать в личку с этим постом. \nНе анон"
95,104138,-58804998,1567584010,"Анон.Расскажите поподробнее про систему оценок в Станкине,про рейтинги в модулях,влияет ли рейтинг на степуху и где всё можно мониторить."
96,104132,-58804998,1567580275,"Нужна справка в пенсионку, что я ещё учусь, где такую достать, не анон\nв ЛС если можно \nСпасибо заранее"
97,247991804,-58804998,1567572489,Где находится единый деканат на втором этаже старого корпуса? (Анон)
98,104112,-58804998,1567548001,"Анонимно\nКто-нибудь уже заполнял заявку на гос.услугах для получения временной регистрации? Или может есть контакт человека, который решает этот вопрос."
99,104106,-58804998,1567544403,на собрании говорили что социалкой возится надо профоргам. может кто подсказать куда когда можно подойти и узнать на счет этой темы?\n\nантон
0,104101,-58804998,1567542358,"Анонимно. Вопрос к академщикам или к тем, кто достоверно знает следующую информацию: 1)можно ли закрывать во время академического отпуска задолженности или же лучше после? \n2)нужно ли будет пересдавать уже закрытые модули\/зачеты\/экзамены? Если нет, то можно не ходить на данные предметы?\n3) возможно ли получить по незакрытым предметам больше 25 после возврата из академического? \n4) можно ли вернуться в группу с такой же цифрой, как у тебя была, кроме года, естественно? К примеру, 17-01 изначально, вернуться в 18-01? (ввиду преподавателей)\nСпасибо за ответы :)"
1,104083,-58804998,1567529400,Анон.\nЕсть ли возможность как-нибудь попасть в другую группу того же направления?
2,104079,-58804998,1567528203,"Анон , кто в общаге играет в доку вторую , отпишите в комменты птс + желание играть Ланы в мск\/онлайн турики"
3,104077,-58804998,1567527000,"Парни с 630 комнаты восьмой общаги, напишите в личку"
4,104073,-58804998,1567526299,"Ребят, никто не находил наушники от айфона, примерно в аудитории 0410 или в столовке в новом корпусе на 3 этаже, разьём лайтнинг \nНе анон"
5,104059,-58804998,1567511560,Нужно ли что-нибудь заполнять или забирать для стипендии?
6,104048,-58804998,1567508408,Кто знает когда у Климанова будет пересдача или где его можно найти?
7,104040,-58804998,1567504811,Подскажите ИО преподавателей французского в Станкине
8,104026,-58804998,1567498194,Где можно найти прошлогодние вопросы к сессии для первого курса?
9,104007,-58804998,1567469100,"Можно ли пойти на французский с нуля бесплатно, если языки уже закончились в программе? Как доп занятия..."
10,104004,-58804998,1567467000,Что собой подразумевает кружок звукорежиссуры?может кто рассказать ?
11,103996,-58804998,1567461528,"Уважаемые студенты СТАНКИНа, во время обучения в бакалавриате по направлению 09.03.03 \""Прикладная информатика\"" мне удалось собрать материал по различным предметам, который, возможно, будет интересен и полезен вам при изучении каких-либо дисциплин:\n1. Ссылка на первый диск: \nhttps:\/\/drive.google.com\/drive\/folders\/1j8GPSVI4K1dIdi5ry2JP8RP3nvHJDmT8?usp=sharing\n\n2. Ссылка на второй диск:\nhttps:\/\/yadi.sk\/d\/ZAkED_pgh5svAA"
12,103976,-58804998,1567458002,"Всем привет!\n\nКак-то моему другу пришла идея сделать расписание по неделям, т.к. бывает, что не сразу удаётся понять расписания с сайта . По началу делали такое расписание ручками, но потом в голову пришла идея автоматизировать процесс. По итогу написали программу, которая из расписаний на сайте делает еженедельное расписание (на фотках примеры). Ну и раз автоматизировали, то решили сделать такие еженедельники для всех групп (вроде не кого не забыли). Может быть такое расписание будет кому-нибудь удобнее.\n\nЗаранее извиняюсь, если будет ошибка.\n\nhttps:\/\/drive.google.com\/open?id=1BjHEWRqqgQd5O6Bbn3_IqUq6evztTPG3"
13,103964,-58804998,1567453729,Что по баскету и киберспорту?
14,103948,-58804998,1567444925,Анон\nГде в 8 общежитии можно сушить постиранные вещи?
15,103947,-58804998,1567444884,Кому можно написать по поводу вокального коллектива?)\nАнон
16,103935,-58804998,1567442930,"Есть ли у станкина сборная по футболу, если да, то к кому обратиться?\nАнон"
17,103932,-58804998,1567440039,"Анон. 2 курс техносферной отпишитесь в комментарии, есть пара вопросов"
18,103924,-58804998,1567436411,"Всем привет💥\nУвлекаешься волейболом и готов по полной работать на тренировках?💪\nТогда тебе к нам!😉\nСтань частью команды любимого университета - давай побеждать вместе!🏅\nПервая тренировка нового сезона уже в эту среду 04.09.2019 г. (18:00 - 20:00 - девчонки, 20:00 - 22:00 - мальчики).\nПо адресу: Вадковский переулок, д. 3А ( кафедра ФВиС).\nПо вопросам тренировок мужской сборной обращаться к https:\/\/vk.com\/gurov96\nПо вопросам тренировок женской сборной обращаться к [id101119817|Дарья] \n.\n.\n.\n. \nНе анон"
19,103915,-58804998,1567432812,"Анон \nЕдинственные челы , за которых не стыдно"
20,103907,-58804998,1567429694,Кто-нибудь пробовал проситься на ин язе учить новый язык?
21,103906,-58804998,1567429689,Как называется песня которая играла на посвящении\nТип рок группа
22,103881,-58804998,1567419938,Что надеть на посвят?
23,103874,-58804998,1567417653,"Предлагаю всем первокурсникам длинный текст 😊 Вдруг пригодится!\n\nКАК ПОПАСТЬ НА ФРЕЗЕР )\n\nДорогие студенты, в этом году большая часть занятий у вас будет проходить в учебном корпусе на ш. Фрезер.\nАдрес: ш. Фрезер, д. 10, с.1.\n\nЕсть несколько основных вариантов проезда:\n\n1) М. Авиамоторная. Выходим через стеклянные двери метро и идём вперёд по длинному-длинному подземному переходу. Переход поворачивает налево и мы тоже. Доходим почти до конца перехода (см. картинку) и выходим на Авиамоторную ул. возле дома 22\/18. Перед нами автобусная остановка. Садимся на автобус 59, 759 или 859 (на всякий случай уточните у водителя, едет ли автобус на шоссе Фрезер) и едем до остановки \""Аптека\"". Выходим, возвращаемся немного назад и видим на другой стороне улицы дом 10, строение 1 с надписью \""СТАНКИН\"".\nОбратно можно сесть на те же самые автобусы на той же остановке в противоположную сторону, но не все автобусы 59 и 759 идут с этой остановки до Авиамоторной. Посмотрите на табло автобуса - если написано не \""Карачарово\"
24,103872,-58804998,1567417587,Как узнать когда отработка практики на Фрезере?
25,103846,-58804998,1567409878,"Дорогие студенты, с праздником! 😃 Подскажите, пожалуйста, существует ли сейчас выход со станции МЦК \""Нижегородская\"" сразу к ш. Фрезер? (Может быть, через платформу \""Карачарово\""?) Или только через Рязанское шоссе можно пройти?\nНе анонимно"
26,103839,-58804998,1567407275,Твой пропуск и тройка у меня
27,103824,-58804998,1567360807,"Нужна помощь. Купил ноут, а он на овощном линуксе (linup вроде). Крч ничего проме кодового окна тут нэма. Есть у кого загрузочная флешка или сможет кто её сделать? (3 общага)."
28,103813,-58804998,1567356988,Привет \nВо второй общаге есть комендантский час? \nАнон
29,103802,-58804998,1567355113,"Ребят, пару вопросов для тех, кто переводился, ну или просто знает)\n\n1)Кто и когда примерно выдаст студак\/зачетку\/пропуск?\n2)Насчет дисциплин, которые у тебя уже закрыты обращаться к преподам, чтобы закрыли, или куда-то еще?😬\n3)Ну социалку понятно, через профорга, подождать пока в реестре будешь("
30,103797,-58804998,1567354578,Как подключить инет в 8-й общаге? Нужно ли спрашивать у комендантов или сразу на сайте проплачивать?
31,103780,-58804998,1567338529,На чье имя писать освобождение от физ.к.\nАнон
32,103772,-58804998,1567337099,"Подскажите пж, в сТоКаНе есть какой-н посвят или туса в честь 1 сентября?"
33,103771,-58804998,1567337095,"Здравствуйте, а кто-нибудь знает, кто такой Щастный В. А. (препод по термеху)? \n\nАнтон"
34,103768,-58804998,1567335610,
35,103761,-58804998,1567332600,"Че делать если меня нет в этих списках , а студак уже есть, как определить в какой группе?"
36,103751,-58804998,1567331771,"Анон.\n8 общага , никто не хотел бы турич лановый по кс 1.6 сыграть? много желающих наберется , замутим"
37,103742,-58804998,1567325299,Классика
38,103735,-58804998,1567296001,А списки групп 1 курса когда будут?
39,103730,-58804998,1567288800,"Пропустила собрание, как теперь понять в какой ты группе? (Магистратура, 09.04.01)"
40,103726,-58804998,1567285204,"подскажите пожалуйста, где на сайте СТАНКИНа можно найти списки групп бакалавриата 1 курс?"
41,103715,-58804998,1567275390,"Ребят, где можно посмотреть списки групп?А то восстановился, а какая группа хз"
42,103708,-58804998,1567266594,Анон\nКак принимает зачёт\/экзамен Фокин М.Г. по БЖД? 2 курс
43,103689,-58804998,1567256366,Как принимает экзамен\/зачет Арбузов М.О по деталям машин? Можно ли списать? Задает ли доп вопросы?\nАнон
44,103681,-58804998,1567254899,Что значит в расписании (А) и (Б) и как в нём разобраться?
45,103678,-58804998,1567253126,"Магистры первого курса направления робототехники и мехатроники, собрание с заведующим кафедрой Юрием Викторовичем Подураевым состоится в понедельник в 15:00, сбор за 10 минут до начала у аудитории 206(деканат)(в сам деканат заходить не надо, мы просто собираемся рядом с ним)."
46,103675,-58804998,1567251167,"Старшие курсы, какие у вас есть лайфхаки для жителей 8-ой общаги?"
47,103673,-58804998,1567250649,
48,103647,-58804998,1567179545,3 общага есть у кого-нибудь насос с иглой?(мяч накачать)
49,103627,-58804998,1567172734,Мой английский вери гуд
50,103626,-58804998,1567172718,"Человек, оставивший свои очки после организационного собрания в 0206, обращайся в аудиторию 406."
51,103625,-58804998,1567172710,Анон под. Подскажите пожалуйста какой интернет лучше подключить в 8 общаге?
52,103586,-58804998,1567148546,"Есть у нас в вузе информатики? Ищу человека, который сможет помочь с починкой компа.\nС меня шоколадка 🕊"
53,103570,-58804998,1567110274,"Внимание! Ограниченное предложение!\nДевчат! Кто живет в 3 общаге, но уже сейчас или в будущем планирует съезжаться с парнем или жить отдельно в квартире, а также те, кто свободен и ищет любовь, ну и кто просто хочет переехать из 3 во 2 общагу. Есть выгодное предложение! \nЕсли кто заинтересован, то я свяжусь с тобой,  просто лайки или прокомментируй пост)\nАнонимно"
54,103569,-58804998,1567110253,"Ребят, вопрос к парням из 8 общаги, кто хочет поменяться на 2 общагу? Напишите в комментариях, плиз🙏🏻 (анон)"
55,103566,-58804998,1567105247,"Доброго вечера, реально ли получить ордер на место в общаге завтра (в пятницу) в 15-16 часов, или нужно часов в 12 в единый деканат обращаться? Орг. Собрание в 18 часов"
56,103563,-58804998,1567103669,"8 и 2 общага, есть у кого пост карта на пару часов? Не анон."
57,103562,-58804998,1567103665,"8 общага, отдам холодильник (маленький, вроде рабочий)\nКуплю холодильник (побольше, точно рабочий)\nНе анон"
58,103551,-58804998,1567075988,"Ребята, кто работает в универе, рядом с деканатом ещё расписание не развесили? На наш новый чудо сайт оно вообще врятли доберется(\nБудет супер, если у вас есть фотки расписания😅\nАнон"
59,103550,-58804998,1567075617,"Анонимно, срочно! У кого нибудь есть электронная почта Гончаровой?"
60,103536,-58804998,1567060153,"Анонимно, братишки, есть у кого 5+долгов?) без рофлов, меня они не интересуют"
61,103532,-58804998,1567027711,Анонимно. Нужно ли брать допуск на зачёт? С экзаменами все и так понятно.
62,103522,-58804998,1567004879,"Обращение к девушкам-магистрам из 8 общежития. Если вдруг кого-то ещё поселили с первокурсницами и есть желание переселиться-поменяться, напишите мне пожалуйста)\nНе анонимно, соответственно."
63,103503,-58804998,1566989227,Как посмотреть списки групп по автоматизации 3 семака 2019? На сайте че-то не нашел(\nС академа возвращаюсь:)
64,103495,-58804998,1566980157,"Анонимно. После хороших каникул был утерян студенческий билет. Что нужно сделать чтобы его восстановить и где? По-моему слышал,что нужно где-то что-то заплатить. Срок выдачи ?"
65,103488,-58804998,1566975056,"Приветики, когда за ордером в деканат магистрам? Не могу найти инфу на сайте станкина"
66,103473,-58804998,1566927864,"Здравствуйте! \nПодскажите, пожалуйста, где можно узнать номер единого деканата?"
67,103467,-58804998,1566925718,"Челик с Информатики и вычисл.Техники, который прошёл бассейн в школе 21, отпишись))\nНе анон."
68,103446,-58804998,1566905547,"НЕ АНОНИМНО!\n Здравствуйте, вопрос к парням прикрепленным к Раменскому военкомату. Мужики как вы будете \""косить\""(или уже \""откосили\"") от армейки, как вы это дело проворачивали, поделитесь пожалуйста своим опытом и познаниями в этой области(напишите в личку пожалуйста, аккаунт разумеется пока фейк).\n P.S. Предвкушаю все шуточки про военкомат и мемчики с военкомом, поэтому скажу вполне очевидную вещь - это не stand-up шоу, ваши шутки здесь никому не нужны, и шутите вы соответственно только ради своей утехи, поэтому пошутите у себя в голове и идите с миром, АМИНЬ."
69,544618021,-58804998,1566889126,Подскажите пожалуйста где недалеко можно нормально пообедать?
70,103431,-58804998,1566889106,"Подскажите, на 16 этаже хорошо работает сеть вайфай с хорошим модемом?"
71,103399,-58804998,1566815303,"Что делать с воинским учетом , если нет приписного(18 лет)?\nАнон"
72,103391,-58804998,1566802217,"Когда примерно появятся списки групп на осенний семестр? Перевелся из другого уника, а группу и расписание пока не знаю("
73,103372,-58804998,1566765828,Есть кто с Казахстана?\nАнон
74,103371,-58804998,1566765825,Анон\nКакая общага лучшая?😂 На какую из них скрестить пальцы?)
75,103358,-58804998,1566745966,Анон\nКогда посвят ?
76,103346,-58804998,1566733940,"Ребят у кого есть переходник 3,5 мм trs мама на 6,3мм trs папа во второй общаге?"
77,103327,-58804998,1566662035,8 Общежитие.\nХозяйка (\/хозяин?) чудо-набора из душа на 4 этаже - пиши в лс.\nНе анон.
78,103307,-58804998,1566628618,Анон. Почему именно меня выбрали старостой???
79,103306,-58804998,1566628615,"Как долго будут делать социалку ? Через сколько я смогу ездить на метро за 385 рублей в месяц?))) или не социалка... я не помню , как она называется..."
80,103295,-58804998,1566597094,"Анон. Помогите, пожалуйста, что такое адб, идб, мдб и эдб?"
81,103292,-58804998,1566591542,Заказываете ли вы посылки с Али в общагу?
82,103287,-58804998,1566568756,Повторение — мать учения
83,103286,-58804998,1566565627,"3 общежитие \nЛюди которые числятся, но не проживают \nОгромная просьба написать в лс $ \nКоменты только по делу. \nНе анонимно"
84,103279,-58804998,1566560318,"Напомните когда перваков заселяют. (3 курс, прост забыл уже)"
85,103270,-58804998,1566556696,"Объясните глупому человеку шутки про заводы. Мне просто интересно, что это значит. И кем, например, пойдет работать студент с машиностроения? Только, пожалуйста, адекватно 😂\n\nАнтон"
86,103263,-58804998,1566541657,"Анон. Есть ли в общагах wifi?Если есть,то что со скоростью?"
87,103249,-58804998,1566489560,"Анон, Можно ли сделать социальную помощь в вузе или прийдётся по месту жительства делать?"
88,103237,-58804998,1566473426,До скольки работает библиотека в будние дни?\nАнон
89,103226,-58804998,1566471720,Когда расписание опубликуют? Анон
90,103225,-58804998,1566471612,"Есть тут такие, кто платил за общагу\/потерянный пропуск через интернет? Были ли потом проблемы в отделе пропусков или у коменды в связи с таким способом оплаты?"
91,103222,-58804998,1566468009,Люди что брать собой в общагу первокурснику. Напишите по пунктам если нетрудно.\nАнон
92,103216,-58804998,1566464415,На сколько зашкварно учиться в стакане по целевому приему?\nАнон
93,103210,-58804998,1566463059,"Еу, перваки, кому повезло жить во 2 овощаге, любезно проведу интродьюс после вашего заселения, интересно с Вами познакомится, да и Вам полезно будет иметь связь, вобщем, жду вас в своих апартаментах, если что-нибудь интересно, пишите лс - скажу куда. Деанон меня, thx"
94,103175,-58804998,1566415471,"Возможен ли онлайн перевод из стакана в другой уник в другом городе, если да, то как это делается???"
95,103169,-58804998,1566406402,3 общага\nКуплю холодильник! \nНе анон
96,103151,-58804998,1566401435,"подскажите пожалуйста, на какую почту можно кинуть оплаченную квитанцию об обучении и можно ли вообще, заранее спасибо ))) 0М0Н"
97,103150,-58804998,1566401427,"Всем привет\nГде-то слышал, что твою комнату в общаге могут в любой момент отдать другому \nЭто правда?\nАнон"
98,103140,-58804998,1566390519,Подскажите график работы деконата. Нужно справку взять для военкомата
99,103117,-58804998,1566373328,Имеется ли утюг в общежитии?\nАнон
0,103109,-58804998,1566370151,"Новая порция вопросов про все общаги станка:\n0. Можно ли будет самому выбирать, в какой комнате и с кем селиться?\n1. Можно ли после заезда сделать хотя бы минимальный ремонт типа замены мебели? И помогают ли с ремонтом в финансовом плане?\nЕсли у кого есть фотки комнат, скиньте\n2. Постоянно ли занят душ, сколько кабинок на сколько комнат? Часто ли отключают горячую воду и как часто ее вообще нет? \n3. Что по плитам? Сколько штук реально рабочих и возможно ли вообще еду на кухне готовить? \n4. Разрешено ставить стационарные компы в комнаты? Ноут лично не вариант, нужен \""домашний\"
1,103102,-58804998,1566338329,"Девачки, поступившие в этом году на бакалавра с общагой с сентября, лайкните пост \nАнон"
2,103096,-58804998,1566327978,Анон \nВ каких числах обычно появляется расписание пар на семестр? И меняется ли оно после этого?
3,103066,-58804998,1566320983,"Ребятки, подскажите пожалуйста\nКакая Стипендия на третьем курсе? Сессия закрыта на 4"
4,103062,-58804998,1566306051,"Имеются два долга, можно ли перевестись в другой вуз на эту же специальность и там их до сдать, это реально?"
5,103046,-58804998,1566242831,"Кто знает, возможно ли заселиться в общагу,если кому-то заплатить?\n( деканат сказал на приём в порядке перевода все места уже заняты)"
