,Post_ID,Text,Target
14809,82218,Готовься страдать
14813,82218,Имел наглость попросить у неё 25. В итоге поставила мне 25 и всем кто тоже попросил
14825,82186,Чтобы быстрее отправить тебя в академ
14846,82154,"конкретно просрочил модуль и получил 25(больше деканат не даёт), опять же ни на что не влияет, мой модульный журнал аки палитра художника, но свои стипендиальные пени я получаю.)"
14875,82089,"какая разница, человек анон написал"
14878,82084,"Попчанский пригорел?)))0)))090)0))\n(Извините, не удержался)"
14884,82051,"Все,молодец,доигрался, хотел промышленность с колен поднимать? А сам своё тело даже не смог на второй модуль поднять, исключат тебя"
14892,82045,Если шаришь хорошо то нет
14902,82020,Наличие 9 хвостов не сделает тебя девятихвостым.
14907,82008,"Может подойти к ней и спросить?\nДа не, бред какой-то."
14909,82008,У нас это два модуля по 45
14917,81991,С Лакуниной тоже збс
14918,81982,"о, ето будет ржака"
14922,81977,а для своих?
14924,81977,"а если завтра русские завалятся на праздник иностранцам, ничего страшного?"
14926,81962,"Пиздеж, там работают лапочки)"
14928,81962,Может это автор полон чсв и хамства ? 😕
14929,81962,"Ух, как некрасиво. Самая топовая гуманитарная кафедра♥️"
14933,81962,"нет, она не жирная. И если тебе не угодила одна преподавательница, то это не значит, что вся кафедра виновата"
14935,81962,Хейтеры набежали😀
14936,81957,Охраннику черные отдавали в старом корпусе
14937,81949,"Крик первокурсников, которые весь семестр не писали химию?)"
14943,81947,Начерчу \nПисать в лс
14946,81910,Вы визитнице имя дали?
14948,81905,Долго и мучительно.
14949,81905,"Либо быстро и без боли, смотря как подготовиться."
14950,81905,Или он нажрется и будет долго и весело
14954,81887,встала баба на весы...
14959,81887,"какой же вы доебчивый человек, истинно так!"
14961,81868,"Семинарист и лектор ответят тебе гораздо правдивее, чем комментаторы паблика"
14962,81865,Наивненький ты наш 😜
14967,81851,"Нахуй эпл вотч, егоров обычные часы заставит снять и продаст их\nван лов ❤"
14969,81851,у меня он листок переворачивал и говорил по новой при нем на тот же ответ ответить)
14973,81819,"Ну земля тебе пухом братишка, удачной учебы в этой мега шараге , это кем надо быть чтобы из лучшего УНИВЕРСИТЕТА ВСЕЛЕННОЙ УЙТИ, на НА ДОБРОВОЛЬНОЙ ОСНОВЕ! ДАЖЕ НА ЮГО ЗАПАДНОЙ ПОНИМАЮТ ЧТО СТАНКИН ЛУЧШИЙ ВУЗ!!!"
14981,81819,"СТАНКИН ЛУЧШЕ, НЕ НАДО БЫЛО ПЕРЕВОДИТЬСЯ. СТАНКИН FOREVVVVEEEERRR💜💙💛💚💗💘💖💓💕💕"
14982,81819,переводить обратно. Я у тебя лабы не приму ^^
14983,81819,"не надо тут, у меня проблемы только с элтехом и термехом были\nА чё, найс тема, опять буду с Рязановым тусить, потом с тобой"
14996,81804,На клык только тебе есть
15000,81799,адмен шарит
15010,81774,Стрекалов чтоль?)
15016,81748,🤕 чувствую довыпендриваюсь я на боксеров на свою голову.  Ну да ладно)😁
15018,81748,"так он только ищет эту секцию, тебе ничего не грозит))"
15036,81688,"У меня назрела топовая шуточка, но писать её я, конечно, не буду 🌝"
15037,81670,Заодно и 19
15045,81655,"Если вы, как и я, ничего об этом не знаете: \"
15056,81646,Чет в голос))
15062,81632,"А че, на рутрекере никого?"
15069,81609,Препод по русскому языку?
15071,81609,Приличный Вуз? 😄
15073,81609,Бежать жаловаться в мясомолочный
15079,81609,слушать ничего не желает....пробовали писать ему...откровенно издевается...
15080,81609,"быть может, это не моё дело, но...\nТретий курс — уже не ребёнок. Сам должен справляться, а не жаловаться маме.\nИли Вы, простите, на третьем курсе?"
15083,81609,Чот сижу и ору
15087,81595,Он святой человек❤
15092,81586,"Пфффф, ниже стража жизни нет"
15101,81582,Го.Тебе лабы отработать ?
15111,81547,"Че, Вован, опять в киберспорт?"
15114,81533,"Не будем, учитесь"
15117,81533,Они кричали: \
15120,81516,Какой-то из этих?)
15121,81516,Там будет пакетик с мукой?
15124,81492,Блять ну у менч Ubuntu родная ОС ! Вот и нужно Windows  туда !
15134,81492,да не хочет ! Неоднократно пытался !
15139,81492,"зови, только пропуск выпиши, я с 8."
15141,81484,Без казана плов не сладок
15142,81484,Как. Можно. Скоммуниздить. Чертов. Казан!?
15144,81484,"мудрая мысль. На моей родине, в Казани, так и говорили"
15148,81441,"так везде, смирись. Такова наша участь"
15154,81441,"Серёг, пошёл в задницу, я после сегодняшнего вообще с тобой не разговариваю"
15160,81441,100% сегодня было
15164,81441,Я один жду ответку от Вадима Борисовича?)
15169,81441,"Лёх, ну не все ж такие умные-хуюмные.)"
15176,81403,"это все пизболы пишут , не слушай"
15191,81373,Да хранит Бог.
15196,81359,В Будь в Курсе напиши цитату :) это бывший Станкоф.нет там была такая рубрика.
15203,81345,а двоих сразу можно?
15206,81341,На диванах?
15208,81316,Фамилия Феофанов не напрягает....
15209,81316,"Антон Александрович, скажи, что стырил у отца варианты экзамена, и она твоя"
15210,81316,"Вот видишь как тебя твои думы повели, в третий раз не встретил же ¯\\_(ツ)_\/¯"
15217,81316,Да я шучу)
15218,81316,"твоя копия ,только хуже🔝"
15223,81313,Всем ?
15229,81289,Кто-то походу сегодня собрался бухать🌚
15234,81275,флешка она одна на всех
15235,81275,"щас умру от смеха, так ты смешно пошутил (нет)"
15236,81275,я старался
15238,81274,Я его на 3 в душе видел
15239,81274,А так хз где он)
15240,81274,с утреца на подоконнике и стоял
15248,81260,"опа, деньги"
15257,81241,"я уже ничего не показываю, но думаю что-то типо 10)"
15286,81156,Если только базарить сладко и складно. Иначе в тюрьму
15289,81156,а на пересдачах тоже докапывается или уже лояльнее относится?
15297,81104,В интернете есть все  для того чтобы научиться программировать. Стоит только захотеть😉
15299,81104,"Что за визги,не нравки что то пиши заяву в деканат(ей все дружно подотрутся) и с гордо поднятой головой иди учи прогу в инете."
15310,81104,к ВБ подойти?)
15320,81104,"чесн слово, просто учусь только 3ий семестр, может не все повидала ещё  в этой жизни"
15323,81104,зачем тогда здесь учиться?
15326,81104,"Молодой человек, простите, где я жаловалась?"
15329,81104,"а насчёт скотины и прочей ереси, что ты написал. Знаешь, я не понимаю откуда ты это взял, но об этом я точно не писала"
15339,81104,после этого бла бла плюшки от Пушкова кончаться. Не понятно зачем тут это было обсуждать.
15342,81090,Баян в студию
15343,81084,"Ееее, моя шапочка)"
15345,81056,будут тебе гайки
15346,81056,"придется срочно закрывать задолжности, а потом идти на пересдачу писать"
15355,81056,"Но будь уверен, Анон, это уже прочёл  ОН, поэтому врятли у тебя выйдет что то, из того, о чем тут Джалик, говорил... ОН устроит тебе, цитата, мясо - кровь - хардкор - кишки - и расчлененку😉😆"
15362,81039,Заебали ©8
15364,81033,Просто не знаешь на каком месте будет прическа \n😏
15365,81033,"я бы тебе не доверил себя подстричь. Прости, братик..."
15367,81031,"Ну хз , готовился готовился и попался долбанутый билет, что то ответил , но все равно 34\nТак что как повезёт\nЕщё она любит оч года и фамилии спрашивать (но до меня прям докопалась с этим)"
15368,81025,Студак свой им сфоткай
15382,81009,"Да, всё было почти отвратительно."
15390,80991,"в том, что тебе и, за то будут платить, и за другое!"
15394,80976,да как же тебе в лс писать если закрыты сообщения
15402,80952,"это был я, я не девочка 🌚🌚🌚"
15407,80913,"Человек, у которого есть пила, сам может взять твою шоколадку"
15423,80882,когда ждешь такого же поста про себя но нахрен никому не сдался
15427,80882,😂😂😂Паш альфа
15431,80873,"Да я бля знаю, где ты живешь"
15436,80873,"ой, всё, я спать("
15447,80826,"ура, юморески подъехали"
15454,80816,"хех, у кого как）"
15459,80806,лол 😁😁😁
15467,80788,"К коменданту идёшь, заявление пишешь"
15469,80788,"это я понимаю ,но говорят,что пускают по заявлению только тех,кто учится в Станкине..."
15470,80781,Ебать ты сказочник
15473,80765,"Благодари боженьку за то, что тебе попался этот замечательный преподаватель"
15480,80734,"Блять что такое свитшот, это кофта да? Русская кофта такая по русски, ну типо плотная кофта без капюшона 🔥🔥🔥"
15489,80688,Были да кончились все
15492,80675,"Звонишь в другой вуз ,в который хочешь перевестись и тебе рассказывают что тебе для этого нужно сделать."
15497,80662,Консоли для пидоров ко-ко-ко!)
15499,80662,"во 1) хуле ты мне сделаешь вовторых пошел нахуй втетьих 3)что ты мне сделаешь, я уже закончила за мат извени"
15500,80662,во 1) ебало бить сука заткни харю 3) достану нож и буду кромсать за подробности извени
15503,80638,че вы лайкаете? че за лотерея то?
15505,80585,"Желаю тебе здоровья, видимо, пригодится"
15508,80585,Ух ебать какие мы злые)
15509,80585,Заходи в 636 и я выслушаю твои претензии
15510,80585,Ну я это пищащая тварь и что дальше?! Завидуй молча!! ☺️
15512,80585,"Лол. Сильно шумели? Посреди ночи?\nТы всегда можешь изложить свои претензии  сначала устно человеку, а если он неадекватен - письменно коменданту. А так-лучше бы зашёл поздравил, может нашлись бы общие темы."
15514,80585,бога? Мне показалось? Сегодня что рождество?
15515,80585,"с днем рождения, тварь 😀😀 ладно, без тварь)"
15516,80585,теюя тоже с днем рождения)
15519,80585,Потенциальная четвёртая тварь
15521,80585,"лишь пытаюсь понять, кого вы там поздравляли. Или вы просто неудачно пошутили?"
15526,80585,"и все же объясните, кого вы так обожествляете?)"
15527,80585,"Завидовать - это когда ты пытаешься заснуть, но тебе не дают это сделать орущие соседи. Так и запишу, а то я, как дебил какой-то, всю жизнь это слово неправильно использовал."
15531,80585,"не самое умное, но забавное)"
15532,80585,это бог?) ясно)
15533,80585,"если мы покричали одну минуту, ничего в этом страшного. А если бы человек хотел спать, он мог бы не зассать и придти попросить быть потише лично, а не писать сразу анонимные письмеца в подслушано"
15537,80585,"я наверное правда дебил, но мне казалось, что люди понимают, что ночью, как правило, спят, и им не нужно об этом специально напоминать."
15543,80585,5 лет живу и 5 лет слышу из разных комнат по ночам как поздравляют с днём рождения. Понимаю их и не пишу анонимки сюда. АНОНИМКИ\nВ лицо говорите а не анонимки пишите\nКак курицы раскудахтались
15544,80585,"ну раз кто-то в общаге срёт мимо унитаза, почему бы и самим этим не заняться. Раз кто-то иногда орёт - почему бы самим не поорать. Ок, я понял твою логику, если в общаге 5% мудаков, значит можно и самим."
15545,80585,"я тебе про одно, ты мне про другое. Ок, все выслушали твоё мнение ( типо). Но вчера это была я, завтра будет орать кто-то другой. Жизнь в общежитии от этого не изменится. Ты не понял мою логику, поверь. Ты придумал себе что-то и называешь это моей логикой"
15546,80585,"да не волнуйся, я понял. Мне очень жаль, что не вся общага смогла подстроиться под ваш др, вот уж твари завистливые."
15549,80585,^ какая то перепись тупых пёзд
15551,80585,"не, я не мешаю людям спать просто потому что я ебанутая, но приятно видеть, что ты хотя бы осознаешь, что той самой тупой пиздой являешься."
15553,80585,Ору с комментов
15558,80585,"С др, челик)"
15572,80556,"не, если тебе адреналина в жизни мало, то можно, но на самом деле достаточно даже где-нибудь в коридоре чтобы преподы спалили"
15573,80556,лучше не надо. Может административкой кончиться.
15576,80555,я чую сочную конспирологию
15587,80518,И все такие ленту проматывают
15591,80501,"у меня принтер А3, если отдашь, буду рад"
15593,80501,"Если она плотная , буду рад если остыпете немного мне)))"
15596,80501,"Оу, бумага"
15600,80491,Минутка скромности
15615,80460,"а что сразу пятый , давайте на 4"
15616,80460,"всмысле 4? \nНе не не, давайте на 3"
15617,80460,Вообще курить бросайте
15618,80425,"Ты ехал с ней в поезде несколько часов и теперь пишешь сюда? Братишка, земля тебе пухом."
15622,80425,"Ты ехал с ней в поезде несколько часов и не заметил, что Катя беременна? Готов воспитывать?"
15625,80425,Ты ехал с ней в поезде и даже не сделал ей предложение? Вот лошара...
15632,80425,С курского вокзала за несколько часов можно доехать до Питера с Катей?
15635,80425,Ты ехал?
15639,80425,Я не катя вроде
15641,80425,отсчет пошел с тебя
15644,80425,"я не грущу..... список, возглавляемый тобой, меня не интересует... Как закончится пубертатный период пиши... хотя не стоит"
15646,80425,ты ехала домой и не отозвалась?
15647,80425,Че вы однообразные такие танкисты? Шутите нормально плез
15648,80425,3 раз одну шутку не добивают
15651,80405,"мощный конечно ответ, но я думаю все поняли о чем я спрашиваю"
15656,80394,Жи-ши пиши от души
15662,80372,пора зашивать карманы
15665,80361,Призывной комиссии? Конечно
15667,80356,чего смешного то?
15669,80350,"давайте список составим, лол\nмне эти строчили в последние 2 месяца, ещё весной кто-то писал\nhttps:\/\/vk.com\/id399669286\nhttps:\/\/vk.com\/idmiaruleva52\nhttps:\/\/vk.com\/alice_naumova"
15680,80331,Штанам не хозяйка
15682,80330,В честь чего ее получали?
15697,80298,"Tatyana, о, из п6 подъехали 😅"
15698,80298,Где пруфы?
15699,80290,Рукав и майка не совместимы😔
15701,80289,"Ты не очень умный, да?"
15716,80244,"Я татарин, чо хотел?"
15717,80244,ты пидор
15723,80228,туфли с колокольчиками???
15726,80213,злая ты
15739,80192,Чота ор
15752,80154,У ИАР'а он свой собственный) хаахах
15755,80141,"Ахаха, пойти найти пенал и получить халявную шоколадку что ли?🤔"
15756,80141,его уже нашли постом ниже
15757,80141,"да, я видел"
15759,80135,"если уж совсем уточнять, там был хлястик 10-15 см, за который эту флягу можно на что-либо вешать."
15763,80134,"Трусы лиловые, спелые , садовые"
15765,80134,Так вот и трусы подъехали...что дальше?
15766,80134,Скоро лифак найдется
15767,80134,просто вадим боросович вел
15768,80134,"а я - томат, лифакам буду рад"
15770,80134,Как можно трусы просрать
15772,80120,После штанов как то слабенько )
15773,80120,"надо радоваться, что не трусы)"
15782,80099,Ну какой нибудь таджик на савке даст рублей 200. А хозяин этих часов может дать пиздюлей
15783,80099,За шавуху
15786,80099,Не позорься
15789,80083,Если ты из восьмой общаги - всё в твоих руках
15792,80082,"Если хотел кого-то найти, надо было не анонимно писать, так тебе никто не отзовется..."
15798,80061,> они у меня >анон
15807,80034,но кто-то спас
15809,80024,В 12:00 прибегу
15810,80024,"она на подоконнике, если что"
15816,80018,"не спалили как не бухаешь, не куришь и т.д.?)"
15820,79990,"так ты ж не ходишь, откуда ты знаешь"
15828,79976,В зависимости от человека. У умных людей нет
15831,79975,"20-30 от МКАДа надо, сам заебался"
15843,79965,"Это ведьмин мешочек, ты проклят"
15850,79911,"начальство надо знать в лицо, алло"
15852,79911,"Хорошо, что хоть анон"
15854,79911,Носовицкий ван лав
15857,79911,"Если ты не знаешь Новицкого, то у тебя никогда не было: \"
15858,79911,Твой IP уже вычислили
15867,79883,"Бесполезно. Ты даже если спишешь, он скажет что это чушь, даже если ему ткнешь в его методичку"
15868,79883,"ну методичка лучше, чем интернет. И кстати я не экзамене ему показывал, что мол вот из этого места методички взят ответ, он засчитал."
15869,79883,это по настроению походу
15881,79854,Оборзевшие москали
15890,79840,За модули отчислять начали ?Бред))
15912,79795,"Анон ебаный,ВЕРНИ БИЛЕТЫ"
15926,79769,Женская или мужская тренажёрка?
15940,79756,чекай восьмую
15941,79756,там и проститутки есть
15949,79713,Тролль обнаружен
15953,79712,Кек. Орнул с коммента выше. Вспомнил это:
15962,79697,-ты где учишься? \n-в станкине\n-где?
15964,79682,Спорим эту кису зовут Коля или Валера
15967,79668,Пишите мне.
15976,79665,"Не ссыте, нет там ничего."
15981,79655,"До осознания того,что тебя наебали 3...2....1..."
15994,79609,"А у FFDP Айвен Муди ущел же? Или он будет? Отпиши в лс, плз)"
15995,79609,"Жесть, контраст просто пиздец."
16002,79609,"ахахаха, ну это совсем край краюшный"
16006,79609,"ех, жаль что ты не замечаешь запятых. Ты права, да и все правы, я не прав. Всего тебе хорошего\nP.S. Ебать у вас мания коментить \"
16012,79600,фамилия Рай
16025,79560,"Иванова, не примет. Думаю только если вы не сделаете лабу, лол"
16039,79513,"Лол\nКогда все друзья в инсте выкладывают сторис с крутых посвятов, а ты такой сидишь. И ждёшь. Посвят"
16041,79513,Вопросы к групоргу вашему
16047,79494,У меня мозг сломался от этого поста.
16048,79494,че не лайкаете?
16049,79494,Против познакомиться
16051,79494,"Андрей, ну типо даем надежду пацану"
16053,79494,Не против
16056,79488,"Это шарф? Мне показалось, что это половая тряпка"
16059,79468,В предыдущих постах можно найти фотки станкиновских унитазов
16067,79438,"Умею, но я со второй)"
16071,79413,"Да. Мы с ним долго воевали, в итоге несколько человек пошли отрабатывать через ЦИПС."
16072,79413,Ох уж этот Хлебалин
16074,79413,"...а алкаш, истеричка, чсвшник, бесполезный хрен, любитель отправить на ципс и не посещать его"
16075,79373,"одмэн, я ж не просил аноном кидать..."
16076,79373,но и не просил не аноном 😊
16078,79373,"Сегодня.\nПОФЛУДИМ, БЛЕАТЬ! 🌚\n\"
16091,79362,"Задумайся, зачем тебе это?"
16101,79336,"О, а можно у паблика заказать поздравление на моё день рождение?"
16105,79336,С прошедшим!!!!!!
16110,79325,"Так это тебе в МИИГАиКа паблик писать надо, это их общага"
16119,79302,в Хлебах бля...
16127,79293,эдакий я негодяй)
16130,79273,"О, кек, я тож кд тетрадки юзаю. Респект 🌚"
16137,79263,"На ИС тебя научат чему угодно, кроме проги. Если есть возможность переводись на 09.03.01 или 09.03.03\nЯ так не сделал, теперь жалею"
16140,79263,Да вы че прикалываетесь .есть же группы офигенные.Там тебе и уроки с мгу и бауманки по проге .
16144,79247,"Шо обсуждать, нецелесообразно и всё. Шишки не поладили, а народ умирает, идиотизм."
16145,79247,"Конференции по истории это плохо? Ах да, лучше быть в оппозиции навэльного"
16147,79247,"да мне пофиг на эту конференцию (в которой, как я понимаю, истории щепотка, и та скорее относится к ее крайне односторонней версии), мне на твою страницу смотреть уже рукалицо."
16148,79247,"ну и да, про Навэльного вспомнить сразу - тоже признак могучего ума."
16149,79247,"чувак, если ты хочешь, то я могу тебе объяснить что такое история, суть и цели конференции, только не устраивай высер тут, пиши в лс."
16151,79247,"как-то несправедливо получается, высер тебе тут устраивать можно, а мне даже возразить нельзя :c"
16152,79247,"что ты несёшь?) \nГде тут мои возражения?) \nЯ тебе сказала, есть вопросы, добро пожаловать в лс. Я ищу девушек, а не чуваков для проведения ликбеза"
16153,79247,"лучший журналист на свете, последняя ветлая голова"
16154,79247,По истории мемасов скоро слет будет?
16162,79247,ну а хули
16167,79247,"ну что будет хорошее намечатся, пиши)"
16168,79247,тут будет ёлка новогодняя с 210 😏😏😏
16169,79247,у девушки фамилия проклята
16170,79247,Здравствуйте Алиса. А евреи имеют место быть на вашем \
16182,79218,Найс ты просто взяла и чувака с потрохами сдала)
16202,79177,мне лень придумывать тебе смешной ответ))0)0)))0)
16207,79165,"я не в трешке, но готова к твоим вопросам"
16209,79165,как-нибудь на досуге
16213,79153,"не пали, тсс😂"
16231,79105,"контроллер мозги выносит,зарядка гуд )"
16233,79103,"Методички здесь. Вам нужны номера 530, 516, 529. https:\/\/vk.com\/away.php?to=https%3A%2F%2Fyadi.sk%2Fd%2F4dDb-q7B3MzphF&cc_key="
16237,79090,Сковородки людям уже мало....они столы выносят
16239,79090,"нифига себе жалкие, говно убрать можно, а мне вот готовить теперь почти не на чем"
16255,79072,Либо тупо забей
16267,79046,Какой язык?
16273,79046,"Пишу лабы на С, С++, Pascal, Delphi, Assembler, PHP, Excell\nОбращайтесь)"
16279,79030,Так мы тебя и отпустили))0)0)
16286,79025,Есть чутка)
16297,78995,Да всем насрать
16299,78995,"Лично за тобой следят, так что будь осторожен"
16302,78981,Мужской поступок.
16303,78981,А попросить пройти мозгов не хватает?
16308,78981,"годно, бля"
16309,78970,"Кек,тебе придётся пройти главного босса в лице Аполлона"
16311,78970,откуда знаешь?)
16312,78970,"Живу с этой особью😃 Аноним, ссылочку кинуть?"
16318,78954,"Посоны, вы знаете, что делать."
16332,78944,"Лучше уж интернетушка, чем ростелеком"
16339,78930,Место для шутки про тряпку полывая
16348,78903,"Молись, что бы это были не салфетки Яновской, а то интегрировать тебе до гроба"
16360,78877,охуенно ты ее отдала...
16367,78871,и свечку поставить
16369,78841,"Сложно писать в лс когда ты анон, или евреи палят инвиз?"
16372,78841,"проснитесь, товарищ Сталин, — вы обосрались."
16378,78838,надеюсь соседи тебя не застрелят
16383,78822,"Стоило мне уехать,как мои соседки кого-то уже убить хотят 😁"
16385,78822,"вырезать глаза - не убить, так что норм все"
16387,78797,"Чувак, до сессии ещё долго"
16401,78797,Изучил библию - стал ненавидеть религию еще больше.\n так сказать религия сама себя порочит
16403,78797,"Злые вы, господа. Злые.\nВам никто ничего не навязывает. Девочка просто задала вопрос, а вы тут начали \"
16405,78797,"Да, ребятки, столько бесполезных мнений от псевдоинтеллектуалов. Атеизм тоже навязывать не стоит."
16406,78797,чот не заметил. Ору теперь)
16409,78797,в россии же живем) Ты че не русский чталь?
16420,78772,видимо Тёма еще тот ходок и знает у кого какие трусы в общаге))
16422,78763,Ну что ж вы человека подставляете?
16424,78763,"ну, одмэн мог бы и не выкладывать эту глупость..."
16429,78722,"Автор, ты еблан?"
16434,78708,ниже листай
16444,78690,"а кто выбирал-то\nТут только интернетушка выбирает, а мы никто"
16447,78690,У всех обрывается инет?
16459,78671,"долго всматривался, но заметил"
16469,78623,"Сами проебались небось, а скинули на должников)"
16491,78603,Есть на сайте устав
16498,78584,мазохист х)
16500,78584,а пакет-спиздят
16503,78584,"сурово, но справедливо"
16504,78578,подойди да познакомся
16512,78572,Погуглю - помогу
16514,78553,"Девочки, а где же ваши плюсики тут ? https:\/\/vk.com\/wall-58804998_78332"
16515,78553,напиши мне в личку
16517,78551,вот желательно контакты кого-нибудь от сюда
16522,78546,"Пфф, это ещё у вас Глозман философию не читал 😒"
16523,78546,"Весёлков, лол😂"
16528,78539,"Ахазахах, нет больше твоего холодильника, ахахахахах"
16529,78539,Писать мне)
16531,78537,что меня блять туда не позвали☺
16533,78516,"Ебать вброс.\nНе знаю кто ты, но ты долбоеб"
16535,78516,"нормально так оскорбил остальные этажи. Просто на вашем этаже пол не гнилой, а за остальные заставили расписаться, что мы не сунемся, так что не обзывайся"
16536,78516,Щас бы отсутствие ручки считать за \
16538,78516,"как оскорбил то? От того, что на 6 живут инженеры, а не долбоебы, не значит, что на этажах ниже долбоебы."
16539,78516,"ну, твой коммент воспринимается именно как \"
16542,78513,"Судя по написанию, автор - потенциальный кандидат на академ"
16550,78498,Она утонула.
16557,78483,"извини чувак, но он остался также в Ашане"
16566,78457,"Таша, я боюсь тебя поправить, но 'полосатый' не является цветом."
16572,78457,"Боже, опять"
16585,78434,"1,2 л"
16586,78434,"0.7 литров, серебряный"
16587,78434,"ахаха, удачи тебе.тут люди просто пишут те параметры, которые хотят сами)"
16603,78368,"Вадим Борисович, Вы ли это?"
16605,78368,https:\/\/otvet.mail.ru\/question\/34330311 хорошая мысль
16622,78332,ну мы рады за вас)
16624,78332,"всем кто спрашивал, было известно ранее)"
16629,78332,за зож на нож 🙂
16637,78332,какая ты сообразительная!Я поражена 💘
16639,78332,"Нет нет, можно как тебе удобно)"
16646,78308,Нужна кровь! Больше крови и жертв! Больше предположений! Больше мыслей! Перевыборы! Скучно жить!
16660,78254,по-моему больше похоже на ворону
16671,78240,на физру гоняйте
16674,78235,"Опа, ООП теперь Ильиченкова ведёт?"
16677,78233,"Это я к хэллоуину готовлюсь, не обращайте внимания"
16678,78233,вот эта рофель. А ещё есть?
16687,78217,"ВБ бы так не пошутил, не позорь человека"
16692,78203,ты лох
16693,78203,почему?((\nты меня путаешь с кем-то!
16696,78200,ты ходишь в женский?
16717,78158,Подходите к этому с юмором. Мировой мужик.
16718,78158,Я тупой и то сдал легко
16719,78158,"1) Подходишь:\n- что это, откуда это, как это называется\n- я щас повторю и отвечу\n2) повторил, ответил\n3) сдал"
16726,78138,+ ленивое животное
16727,78138,"Чувак, это пловчик"
16731,78138,Как же тут обойтись без говна.
16732,78138,"Ну, судя по всему, мозг ему не достался)))"
16733,78138,Какого хуя вообще бля творится ааааааааааааааааааа
16736,78138,"Выблядосы. Че до параши не судьба было донести? \nПервый год в 8-й живу. \nВсякого говна повидал за 4 года, но это уже перебор 😑"
16740,78138,"поверь, не жаль, радуйся этому)"
16745,78115,"Дедлайны не горят, \nНе врут календари... \nНо если у тебя Егоров, то \nБеги!"
16748,78115,агент военкома)))
16749,78115,Пиздец одну хуету постят.\nЛейте годноту пожалусто
16750,78115,Любой обманчив звук\nСтрашнее зачет у Феофана\nКогда в самый разгар веселья приходит осознание того\nЧто тебе пизда
16751,78115,"И черный кабинет\nИ ждет тебя военком\nТак тихо, что я слышу, как ты кричишь\nСлужу России"
16752,78115,"На зачёте сидишь ты\nЛишь мемы в твоём мозгу\nИ за тобой, эти много дней спустя\nОдни хвосты"
16754,78115,"А то есть тебе надо 8-ую милю(общагу) залить? Ну так иди выше, или ниже, без разницы."
16755,78115,"Нет, мне надо не-хуйню. Так что воздержись плез от постов и комментариев."
16761,78088,що тут можна сказати? Слава Україні!
16772,78060,судя по фотографиям - говно повсюду. 🤔
16775,78060,"Если бога нет, тогда кто это написал.Шах и мат, атеисты."
16787,78014,"выключали, снова включили"
16788,78014,"сходи к коменде, тебе включат"
16790,78003,"Охренеть, моя шапка!"
16793,77990,Деградация - тоже развитие
16797,77987,Сносят нахуй
16798,77987,Просто всех заебали уже эти ахуетительные истории)
16808,77981,"Помогу с Солидом, пишите"
16810,77973,"СЕЙЧАС БЫ НЕ ПРО ВАДИМ БОРИСОВИЧА ПИСАТЬ, ЧТО ОН ЛУЧШИЙ"
16811,77973,"лол, гении мыслят одинаково."
16815,77973,"Твоё лицо, когда давно устал от популярности, а фанатки уже в подслушанно пишут о тебе"
16816,77973,"Ля Юнис,прекрати баб клеить"
16822,77967,"Никита, прекрати."
16836,77939,"Все ваши общажные потери хуйня, в этом плане я здесь рекордсмен на долгие годы"
16837,77939,попахивает Бродским.
16841,77938,"На то, что ходить заебешься. Поверь, ей от тебя нихера не надо, кроме как показать очередное \"
16844,77934,У Вали тоже можно
16848,77898,Вот жеж девчата пошли ^^
16849,77898,Можешь просто спиздить
16851,77898,"Крысы будут грызть пену, она вам не поможет. Заделывайте цементом дыры и грунтом все промазывайте."
16860,77897,"Палку, палку неси!"
16861,77897,не лезь Блять дебил сука ебаный
16865,77887,-Соберитесь в кол-ве более 20 щщей\n-пердольте в сбер на Достоевской\n-у вас выпишут фамилии и скопом вынесут карты
16869,77875,"Емое,в 8 общаге уже давно бы свистнули,и девочка писала бы в подслушано -  верните кольцо суки,оно досталось от бабушки,а бабушке от дедушки и т.д, а тут прям пост из какой то параллельной реальности"
16872,77875,Кому писать
16889,77818,"не, весь ИАР в 3 (100%)"
16890,77818,"если бы был ИАР, я бы задолбался от одногрупников истории слушать"
16892,77818,"лол не по институтам заселяют, я иар и я в 8, одногруппник иар и он во 2"
16895,77818,Второкурсник пишет?😄
16903,77794,По-твоему это 1 литр?
16905,77794,"Мне джинсы так и не вернули, а ты шампунь захотела )))"
16907,77787,Филитов мировой мужик!
16915,77748,"Опа, вот откуда ноги растут. \n\nне благодарите за помощь, услуги детективного агенства бесплатные (томушт хреновые)"
16916,77748,"бл, опередил меня на пару секунд."
16920,77748,"Суки, понаехали, не было никаких проблем"
16921,77748,"весело тебе, надо будет тоже у тебя сп*здить что нибудь !)"
16922,77748,ещё два шампуня эстель по литру каждый верни а
16923,77748,"Не, у тебя шампунь для жирных волос, а у меня ломкие, сухие, мне твой не подходит, это не я его спиздил"
16924,77748,"а это и не мой был, спалился )))"
16925,77748,"Верните фери, суки, страдает мальчик! Он из-за вас все пары грустный сидел. И все ещё не сказал, что у него с пальцами"
16928,77739,Для начала его зовут Бекмурзаев Владий Александрович.
16929,77732,Ох 😍
16938,77732,"Чувак, приноси их в уник!"
16939,77732,Мы будем ждать!!!!
16943,77724,*плачет кровавыми слезами*
16947,77714,увеличить диаметр твоего очка
16977,77666,кто ныл то?
16978,77666,заспамь комменты)
16980,77666,"Я ж шучу, ты шаришь)  Я вообще появляюсь тут благодаря Сережи 😅 Он тут все комментирует,  как аут."
